ID,SQ2,SQ3,Q1_3,Q1_4,Q1_5,Q2,Q3_1_1,Q3_1_2,Q3_1_3,Q3_1_4,Q3_1_5,Q3_1_6,Q3_1_7,Q3_1_8,Q3_2_1,Q3_2_2,Q3_2_3,Q3_2_4,Q3_2_5,Q3_2_6,Q4_1,Q4_2,Q4_3,Q4_4,Q5,Q6,Q6_1,Q6_2,Q7_1,Q7_1_1,Q7_1_2,Q7_2,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10,Q10_1,Q11,Q12_1,Q12_2,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_17,Q13_18,Q13_19,Q13_20,Q14,Q14_1,Q14_2_1,Q14_2_2,Q14_2_3,Q15_1_1,Q15_1_2,Q15_1_3,Q15_1_4,Q15_1_5,Q15_1_6,Q15_1_7,Q15_2_1,Q15_2_2,Q15_2_3,Q15_2_4,Q15_2_5,Q15_2_6,Q15_2_7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q16_16,Q16_17,Q16_18,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2_1,Q18_2_2,Q18_3_1,Q18_3_2,Q18_3_3,Q18_3_4,Q19_1,Q19_2,Q19_2_1,Q19_3,Q20_1,Q20_2,Q20_2_1,Q20_3,Q21_1,Q21_2,Q22,Q23_1,Q23_2,Q24_1,Q24_2,Q25,Q25_1,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26T,Q26_1_1,Q26_1_2,Q26_1_3,Q26_1_4,Q26_1_5,Q26_1_6,Q26_1_7,Q26_1_8,Q27_1_1,Q27_1_2,Q27_1_3,Q27_2_1,Q27_2_2,Q27_2_3,Q27_3_1,Q27_3_2,Q27_3_3,Q27_4_1,Q27_4_2,Q27_4_3,Q28_1,Q28_2,Q28_3,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q30,Q30_1,Q31,Q31_1,Q32,Q32_1,Q33,Q33_1,Q34,code2,WT2
915,1,14,1,1,1,10,,,,,,,,,1,,,,,,12,2,0,0,2,2,,,1,1,1,,1,0,0,0,1,3,,3,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,3,,1,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,0,100,0,0,2,,,,3,,,,3,,1,5,5,,,8296,,0,124,122,0,0,0,0,0,246,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,,,,,,,,,,2,,1,3,4,4,4,3,1,41,1.274212377
916,1,14,1,1,6,9,,,,,,,,,1,,,,,,20,4,0,0,2,2,,,1,1,1,,1,0,1,0,1,1,1,1,2,2,2,2,2,2,4,4,1,1,1,1,2,1,1,1,2,1,1,1,1,4,2,,3,2,4,1,2,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,5,1,100,0,0,100,0,0,2,,,,3,,,,3,,1,4,4,,,7625,,2411,261,3654,0,14,0,606,0,6946,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,3,,,,,,,,,,1,5,1,5,4,4,4,3,2,41,1.274212377
917,1,14,1,1,6,9,,,,,,,,,1,,,,,,5,1,2,0,2,2,,,1,1,1,,1,0,1,0,2,3,,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,,,,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,100,0,0,100,0,0,2,,,,3,,,,3,,3,,,,,16000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,47,25,12,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,,,,,,,,,,2,,1,4,4,3,3,3,1,41,1.274212377
918,3,14,5,1,1,7,,,,,,,,,1,,,,,,15,2,0,1,2,1,4,2,,,,,3,1,3,1,2,2,1,999,2,2,2,1,3,3,2,3,1,3,1,2,2,2,1,3,3,3,3,3,2,3,3,,1,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,100,0,0,0,1,2,,,3,,,,3,,1,5,5,,,260000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,50,23,15,2,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,10,,,,,,,,,,2,,1,5,4,4,4,4,1,41,0.571942888
919,4,14,5,1,1,7,,,,,,,,,1,2,,,,,24,5,0,1,2,1,4,2,,,,,3,1,3,1,2,2,1,999,1,1,4,2,4,3,3,4,2,3,2,3,4,4,2,3,4,4,3,4,3,4,3,,1,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,80,20,20,80,0,0,1,1,2,4,1,2,,,3,,1,5,5,,,382000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,50,25,10,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,10,,,,,,,,,,1,3,1,4,4,3,4,2,1,41,0.571942888
920,2,14,3,1,5,6,,,,,,,,,1,,,,,,7,1,0,0,1,2,,,1,1,2,,1,0,1,0,2,2,1,999,2,2,1,1,1,1,1,1,1,2,1,2,3,2,1,1,1,1,1,3,2,3,1,1,,,,1,2,3,2,3,3,3,2,1,1,1,3,3,3,2,3,3,5,5,5,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,1,90,10,10,80,10,0,1,1,7,2,2,,,,2,,1,4,4,,,53699,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,63,20,10,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,1,7,,,,,,,,,1,3,1,5,3,3,3,4,3,41,0.687529472
921,3,14,5,1,3,8,,,,,,,,,4,,,,,,50,10,0,0,2,1,3,2,,,,,2,1,2,1,2,1,1,10,1,1,2,2,2,2,3,3,1,2,2,2,2,2,1,1,1,2,1,2,2,3,3,,1,1,5,3,3,3,3,3,1,1,4,4,3,3,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,10,70,10,10,1,2,,,1,1,10,4,1,4,1,5,5,,,160000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,62,17,10,2,6,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,8,9,1,2,,,,,,,,,1,5,1,4,3,3,3,3,3,41,0.571942888
922,4,5,5,5,4,1,4,5,8,,,,,,,,,,,,300,200,100,30,2,1,999,2,,,,,4,1,999,999,2,1,1,10,1,1,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,,1,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,1,95,5,0,100,0,0,1,1,10,3,1,1,5,2,1,3,1,4,4,,,381833,,64427,139938,34278,4916,1997,8316,0,1186,255058,999,999,999,999,999,999,999,999,0,1,0,0,0,0,0,0,0,0,0,0,5,1,2,1,8,,,,,,,,,2,,2,,3,3,3,1,2,42,0.607515266
923,4,5,5,4,2,1,2,5,,,,,,,,,,,,,300,50,35,10,1,1,7,2,,,,,6,1,6,1,1,1,1,10,1,1,3,2,3,1,4,3,1,3,2,4,3,3,2,3,3,3,2,2,3,4,3,,1,1,5,3,4,4,3,2,2,2,3,4,3,4,2,2,2,4,5,5,5,3,3,5,4,4,4,4,3,4,3,4,4,5,3,4,4,3,4,1,98,2,5,80,10,5,1,1,4,4,1,1,68,3,1,3,1,4,3,,,356028,,39816,32301,13584,2996,6009,1759,0,0,96465,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1,2,4,6,,,,,,,1,3,1,3,4,2,4,3,3,41,0.571942888
924,4,14,5,2,3,6,,,,,,,,,1,2,,,,,67,12,8,3,2,1,4,2,,,,,3,1,3,1,2,1,1,7,1,1,4,3,2,2,4,4,1,4,3,4,4,4,2,3,3,3,3,3,4,5,3,,1,1,5,3,3,3,3,3,1,1,5,5,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,5,3,3,3,5,3,1,99,1,5,85,10,0,1,1,67,4,1,1,67,4,1,4,1,5,4,,,221880,,58708,24877,20843,5353,3413,4055,0,0,117249,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,1,2,5,8,,,,,,,1,4,1,5,4,4,3,4,1,41,0.571942888
925,2,14,2,2,3,11,,,,,,,,,,,,,,,15,5,0,0,2,2,,,1,2,1,,1,1,1,1,1,2,1,2,2,1,1,4,1,1,3,1,1,2,2,2,3,3,1,1,1,1,1,1,3,3,2,,3,1,5,3,3,4,4,1,1,1,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,50,50,10,50,40,0,1,2,,,2,,,,2,,1,5,5,,,24000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,0,12,81,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,8,,,,,,,,,,2,,2,,3,3,4,3,3,42,1.273550064
926,1,14,1,1,1,10,,,,,,,,,1,,,,,,10,0,0,0,2,2,,,1,1,2,,1,0,1,0,2,2,1,1,2,2,3,3,3,3,3,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,,,,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,90,10,0,90,10,0,2,,,,2,,,,2,,1,3,3,,,11562,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,50,10,10,10,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,1,2,4,,,,,,,,2,,2,,3,3,3,3,3,42,2.268002547
927,2,14,4,3,3,1,3,,,,,,,,,,,,,,85,26,34,5,2,1,2,2,,,,,1,0,1,0,2,2,1,7,2,2,3,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,3,,1,1,5,1,1,1,3,1,1,1,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,90,10,0,80,20,0,1,2,,,3,,,,3,,1,5,5,,,86800,,8500,22300,11000,840,30,21,0,0,42691,999,999,999,999,999,999,999,999,1,0,0,0,0,0,2,0,0,0,0,0,10,,,3,7,,,,,,,,,1,4,1,4,4,3,4,3,1,42,0.964615703
928,2,14,3,3,2,1,3,,,,,,,,,,,,,,70,6,14,3,2,2,,,1,1,2,,1,0,1,0,2,2,1,11,2,2,2,1,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,,1,1,5,1,2,2,3,1,1,1,2,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,90,10,0,100,0,0,2,,,,2,,,,1,4,1,5,5,,,58100,,4317,850,1355,675,106,86,0,0,7389,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,3,6,,1,2,4,,,,,,,,2,,1,4,3,3,4,3,2,42,0.850521373
929,2,5,3,3,4,1,3,4,,,,,,,,,,,,,550,275,94,11,2,1,2,1,,,,,1,0,1,0,1,2,1,8,2,2,2,1,1,1,3,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,3,,3,1,5,1,2,2,3,1,1,1,3,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,90,10,0,90,0,10,1,2,,,3,,,,1,3,1,5,5,,,61100,,11000,860,5400,2600,220,390,0,0,20470,999,999,999,999,999,999,999,999,2,0,0,0,0,0,0,0,0,0,0,0,5,9,8,1,4,,,,,,,,,1,4,1,4,3,2,4,1,4,41,0.687529472
930,2,14,2,1,2,6,,,,,,,,,1,,,,,,4,0,0,0,2,2,,,2,,,1,,,,,1,2,3,999,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,1,1,5,1,1,1,3,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,100,0,0,100,0,0,1,2,,,3,,,,3,,1,5,5,,,12000,,7275,13,125,0,3,1,0,0,7417,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,1,2,4,,,,,,,,2,,1,3,4,2,4,2,3,41,0.880355226
931,1,14,1,1,2,10,,,,,,,,,1,,,,,,10,2,0,0,2,2,,,1,1,2,,0,0,0,0,1,2,1,3,1,1,3,3,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,3,,,,3,4,3,3,2,2,2,1,2,1,1,1,1,1,4,5,5,4,5,5,5,5,4,4,4,5,5,4,5,5,4,4,4,3,3,3,1,50,50,20,50,20,10,2,,,,1,2,,,1,2,1,4,4,,,10718,,610,210,750,50,150,100,800,0,2670,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,1,2,7,8,,,,,,,2,,2,,3,3,3,4,2,42,2.268002547
932,2,5,2,3,6,1,4,,,,,,,,,,,,,,50,30,10,5,2,2,,,1,1,2,,1,0,1,0,2,2,1,3,2,2,3,1,2,1,2,1,1,2,1,3,3,1,1,1,1,1,1,1,3,4,3,,1,1,5,1,2,2,3,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,90,10,0,100,0,0,1,2,,,1,2,,,1,4,1,5,5,,,40900,,15312,20702,3881,1945,770,1264,0,0,43874,999,999,999,999,999,999,999,999,3,0,0,0,0,0,0,0,0,0,0,0,5,2,9,8,9,,,,,,,,,1,3,1,4,4,3,4,1,1,41,0.880355226
933,2,14,2,1,5,9,,,,,,,,,2,,,,,,6,3,0,0,2,2,,,1,1,2,,1,0,1,0,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,3,,1,1,4,1,1,1,3,1,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,2,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,95,5,10,90,0,0,1,2,,,3,,,,2,,1,5,5,,,14089,,9719,136,1800,54,75,97,0,0,11881,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,1,,,,,,,,,,1,2,1,5,4,3,4,3,1,41,0.880355226
934,2,5,3,3,2,3,3,,,,,,,,,,,,,,50,10,20,1,1,1,3,1,,,,,1,0,1,0,1,2,1,5,1,1,2,4,4,5,5,4,1,3,1,4,5,1,1,3,4,2,2,3,3,5,3,,1,2,5,3,3,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,3,4,5,5,5,5,5,5,1,90,10,0,100,0,0,2,,,,1,1,2,4,1,4,1,5,5,,,50209,,5916,3950,1977,1251,1500,641,0,0,15235,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,2,4,,,,,,,,,2,,1,5,3,4,3,2,1,41,0.687529472
935,3,14,4,4,2,1,2,3,5,,,,,,,,,,,,180,85,70,10,1,1,5,3,,,,,2,1,2,1,1,2,1,17,2,2,3,1,2,1,2,2,1,2,1,3,2,3,1,2,2,1,1,1,2,2,3,,1,1,5,1,1,1,1,1,1,1,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,5,4,4,4,4,5,1,80,20,0,100,0,0,1,2,,,1,2,,,1,4,3,,,,,153821,,17478,5434,6818,1369,316,1279,0,0,32694,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,8,,3,4,,,,,,,,,2,,1,5,4,4,4,4,1,41,0.654072814
936,3,5,5,1,2,10,,,,,,,,,1,2,,,,,58,47,8,1,2,1,3,2,,,,,2,1,2,1,1,2,1,13,1,1,4,2,2,2,4,4,3,3,3,3,4,4,2,3,3,3,4,4,4,4,3,,3,1,5,1,2,2,4,1,1,1,1,2,2,3,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,5,5,1,90,10,80,10,10,0,1,1,20,3,1,1,10,3,1,2,1,5,5,,,168738,,30876,12911,5523,1467,551,2474,1133,2800,57735,999,999,999,999,999,999,999,999,1,0,0,0,0,0,2,0,0,0,0,0,8,5,6,1,2,6,7,,,,,,,2,,1,4,4,2,4,2,1,41,0.571942888
937,3,5,5,4,5,3,4,8,,,,,,,,,,,,,166,40,30,10,2,1,4,2,,,,,2,2,2,2,1,2,3,3,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,3,,1,2,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,0,100,0,0,1,2,,,2,,,,1,4,1,5,5,,,174593,,20705,38285,4424,860,572,1044,0,0,65890,999,999,999,999,999,999,999,999,0,0,0,0,0,0,2,0,0,0,0,0,5,,,1,,,,,,,,,,2,,1,4,3,4,3,3,1,41,0.571942888
938,3,5,4,1,5,3,4,8,,,,,,,,,,,,,45,23,0,3,2,2,,,1,1,2,,1,0,1,0,2,2,1,7,2,2,2,1,1,1,3,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,3,,1,1,5,1,2,2,3,1,1,1,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,0,100,0,0,1,2,,,3,,,,3,,1,5,5,,,21800,,8820,7640,3210,300,1100,320,0,0,21390,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,1,8,,,,,,,,,1,2,1,4,4,4,4,4,2,41,0.654072814
939,3,14,5,3,3,1,3,,,,,,,,,,,,,,200,70,40,15,2,1,3,2,,,,,2,1,2,1,1,2,1,20,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,,3,1,5,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,30,50,15,5,1,1,15,4,1,1,5,3,1,3,1,3,3,,,180000,,23526,64356,4443,2631,3420,1844,0,0,100220,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,2,5,,,,,,,,,2,,1,4,4,4,4,2,3,41,0.571942888
940,3,5,5,3,2,1,3,,,,,,,,,,,,,,129,35,33,4,1,1,3,2,,,,,2,1,2,1,2,2,1,9,1,1,3,2,1,1,1,2,1,1,1,1,3,3,1,1,3,1,1,1,2,2,3,,1,1,5,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,4,4,4,4,1,100,0,0,100,0,0,1,1,7,3,1,1,23,3,1,3,1,5,5,,,9999998,8,36670,13823,5293,1823,1952,2612,0,0,62173,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,8,9,6,1,7,,,,,,,,,1,3,1,4,3,3,2,,1,41,0.571942888
941,2,5,4,4,4,3,4,,,,,,,,,,,,,,100,60,20,5,2,1,2,1,,,,,1,0,1,0,1,2,1,5,2,2,3,4,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,4,2,,1,1,4,3,4,5,3,1,1,1,4,4,4,3,4,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,3,4,4,4,4,5,4,5,1,50,50,0,100,0,0,2,,,,2,,,,1,2,1,4,5,,,83461,,12342,19251,5784,2104,519,1156,3451,0,44607,999,999,999,999,999,999,999,999,0,0,0,4,0,0,0,0,0,1,0,0,7,8,6,1,6,7,8,,,,,,,1,5,1,5,3,3,3,3,1,42,0.964615703
942,2,5,2,3,5,1,4,,,,,,,,,,,,,,94,30,10,10,2,2,,,1,2,2,,1,1,1,1,2,1,2,10,2,2,3,3,3,3,3,2,2,2,2,2,3,3,2,2,2,2,2,4,4,4,3,,1,1,3,3,3,3,5,3,3,3,3,3,3,5,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,100,0,0,100,0,0,2,,,,2,,,,1,2,1,3,3,,,36260,,11694,10015,1170,370,241,154,0,0,23644,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,1,2,3,,,,,,,,1,4,1,5,4,4,3,3,3,41,0.880355226
943,2,5,3,3,2,1,3,,,,,,,,,,,,,,61,40,0,2,2,1,2,2,,,,,1,0,2,0,2,2,2,5,2,2,2,2,2,2,4,3,1,3,2,2,3,4,1,1,3,2,2,3,3,3,3,,1,1,5,2,4,4,4,2,1,1,3,4,5,5,5,5,5,5,5,5,5,4,4,3,4,5,4,4,4,4,3,2,2,2,2,2,2,3,2,1,90,10,20,80,0,0,1,2,,,2,,,,2,,1,4,4,,,9999998,7,10585,350,1710,550,66,237,0,0,13498,999,999,999,999,999,999,999,999,1,0,0,0,0,0,3,0,0,0,0,0,5,2,1,1,4,,,,,,,,,2,,1,5,4,3,3,2,2,41,0.687529472
944,2,5,3,3,1,5,2,,,,,,,,,,,,,,15,10,5,0,2,2,,,1,1,1,,1,0,1,0,2,2,1,1,2,2,2,2,2,4,3,4,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,,1,1,5,3,3,3,3,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,100,0,0,100,0,0,2,,,,2,,,,2,,1,4,3,,,53200,,500,0,0,0,0,0,0,0,500,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1,2,,,,,,,,,2,,2,,2,,2,,2,41,0.687529472
945,1,5,1,1,2,6,,,,,,,,,1,,,,,,20,6,0,0,2,2,,,2,,,9,,,,,2,3,,4,2,2,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,2,,,,1,1,1,3,1,1,1,3,3,3,3,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,1,90,10,0,100,0,0,1,2,,,3,,,,3,,1,5,5,,,9660,,207,94,610,0,0,0,360,0,1271,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,1,6,7,8,,,,,,,2,,2,,3,3,4,3,1,41,1.274212377
946,1,14,1,1,2,9,,,,,,,,,1,,,,,,8,4,0,1,2,2,,,1,1,2,,1,0,1,0,1,2,1,999,2,2,2,1,1,1,2,2,1,3,1,2,2,1,1,1,1,1,1,1,1,3,3,,3,1,5,1,1,1,3,1,1,1,2,3,3,3,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,80,20,0,100,0,0,1,2,,,3,,,,3,,1,5,5,,,12350,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,15379,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,1,,,,,,,,,,2,,1,5,3,3,3,3,1,42,2.268002547
947,1,14,1,1,2,9,,,,,,,,,1,,,,,,8,4,0,0,2,2,,,2,,,3,,,,,1,2,1,2,2,2,3,1,1,1,2,2,1,3,1,2,2,1,1,1,1,1,1,1,1,3,3,,3,1,5,1,2,2,3,1,1,1,2,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,80,20,0,100,0,0,1,2,,,3,,,,3,,1,5,5,,,12350,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,80,8,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,1,,,,,,,,,,2,,1,5,3,3,3,3,1,42,2.268002547
948,1,14,1,1,6,10,,,,,,,,,3,4,,,,,10,3,0,0,2,2,,,1,1,2,,1,0,1,0,2,2,1,4,2,2,2,1,2,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,2,2,3,,1,1,5,1,2,1,3,1,1,1,3,3,3,3,3,3,3,5,5,5,5,5,5,3,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,1,95,5,0,100,0,0,1,2,,,3,,,,3,,1,5,5,,,21600,,7800,4800,3200,0,1000,540,1000,0,18340,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,30,0,0,0,8,4,9,6,,,,,,,,,,2,,1,4,4,2,4,2,3,42,2.268002547
949,2,5,4,1,5,10,,,,,,,,,1,,,,,,23,13,0,1,2,2,,,1,1,2,,1,0,1,0,2,2,1,2,2,2,2,1,1,1,3,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,3,,1,1,5,1,2,2,3,1,1,1,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,0,100,0,0,1,2,,,3,,,,3,,1,5,5,,,11000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,35,25,20,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,1,8,,,,,,,,,1,2,1,4,4,4,4,4,2,42,0.964615703
950,2,5,2,3,2,3,2,,,,,,,,,,,,,,30,8,20,2,2,2,,,1,2,1,,1,0,1,0,1,2,1,4,2,2,2,4,2,5,5,5,3,3,3,5,5,3,5,5,5,5,5,5,5,4,3,,1,1,5,4,4,4,3,5,5,5,4,3,4,3,5,5,5,5,5,5,4,5,4,4,4,4,4,4,5,4,3,3,4,5,4,4,4,3,4,1,80,20,0,100,0,0,2,,,,3,,,,1,3,1,4,4,,,31000,,5221,12370,3560,713,1080,826,735,0,24505,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,,,7,,,,,,,,,,1,5,1,5,2,,4,3,1,41,0.880355226
951,1,14,1,2,6,5,4,,,,,,,,,,,,,,18,3,0,1,2,2,,,1,1,2,,1,0,1,0,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,3,,1,1,5,1,1,1,1,1,1,1,2,3,3,3,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,100,0,0,100,0,0,2,,,,1,2,,,3,,1,5,5,,,7000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,55,20,15,1,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,4,1,5,,,,,,,,,2,,1,4,4,3,3,2,1,41,1.274212377
